,주차장관리번호,주차장명,주차장구분,주차장유형,소재지지번주소,주차구획수,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,주차기본시간,주차기본요금,추가단위시간,추가단위요금,관리기관명,lat,lng
238,132-1-000079,초량3동-업무지8구간,공영,노상,부산광역시 동구 초량동 1170,4,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1234686,129.0456424
239,132-1-000081,제1지하도옆,공영,노상,부산광역시 동구 초량동 1188-1,20,8:00,21:00,8:00,21:00,8:00,21:00,10,500,,,부산광역시 동구청,35.1189875,129.0434755
240,132-2-000082,제7기동대앞고가도로밑,공영,노외,부산광역시 동구 좌천동 1119,29,0:00,23:59,0:00,23:59,0:00,23:59,10,300,,,부산광역시 동구청,35.1288602,129.0545524
241,132-1-000083,조선생명뒤,공영,노상,부산광역시 동구 초량동 1150-1,22,8:00,21:00,8:00,21:00,8:00,21:00,10,500,,,부산광역시 동구청,35.1261676,129.0470823
242,132-2-000084,좌천1동공영,공영,노외,부산광역시 동구 좌천동 808-12,52,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 동구청,35.1332819,129.050565
243,132-2-000085,좌천4동공영,공영,노외,부산광역시 동구 좌천동 952-2,49,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 동구청,35.1347367,129.0465019
244,132-1-000086,진로창고옆,공영,노상,부산광역시 동구 초량동 1168-13,16,8:00,21:00,8:00,21:00,8:00,21:00,10,500,,,부산광역시 동구청,35.1199069,129.04327
245,132-2-000087,차이나타운,공영,노외,부산광역시 동구 초량동 545-7,69,0:00,23:59,0:00,23:59,0:00,23:59,10,500,,,부산광역시 동구청,35.1152538,129.0379319
246,132-2-000088,초량2동공영,공영,노외,부산광역시 동구 초량동 865,46,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 동구청,35.1186857,129.0336793
247,132-2-000089,초량6동공영,공영,노외,부산광역시 동구 좌천동 689-94,47,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 동구청,35.131352,129.0485839
248,132-2-000090,초량6동제2공영주차장,공영,노외,부산광역시 동구 초량동 793-7,42,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 동구청,35.1220091,129.0362139
249,132-1-000091,한양삼익아파트옆,공영,노상,부산광역시 동구 범일동 830-24,22,8:00,21:00,8:00,21:00,8:00,21:00,10,500,,,부산광역시 동구청,35.1409213,129.0610957
250,132-1-000092,한양아파트3호동뒤,공영,노상,부산광역시 동구 범일동 830-24,20,8:00,21:00,8:00,21:00,8:00,21:00,10,500,,,부산광역시 동구청,35.1409213,129.0610957
251,132-1-000093,한양아파트3호동앞,공영,노상,부산광역시 동구 범일동 830-24,26,8:00,21:00,8:00,21:00,8:00,21:00,10,500,,,부산광역시 동구청,35.1409213,129.0610957
252,132-1-000094,행복예식장옆,공영,노상,부산광역시 동구 범일동 830-24,12,8:00,21:00,8:00,21:00,8:00,21:00,10,500,,,부산광역시 동구청,35.1409213,129.0610957
253,132-1-000095,화신칼라앞 공영주차장,공영,노상,부산광역시 동구 범일동 830-24,48,8:00,21:00,8:00,21:00,8:00,21:00,10,500,,,부산광역시 동구청,35.1409213,129.0610957
254,132-1-000096,흥국생명앞,공영,노상,부산광역시 동구 초량동 45-10,14,8:00,21:00,8:00,21:00,8:00,21:00,10,500,,,부산광역시 동구청,35.1187017,129.0412854
255,132-1-000097,범일2동 제1노상공영주차장,공영,노상,부산광역시 동구 범일동 830-9,34,8:00,21:00,8:00,21:00,8:00,21:00,10,500,,,부산광역시 동구청,35.137973,129.0650944
256,132-1-000098,범일2동 제2노상공영주차장,공영,노상,부산광역시 동구 범일동 946-1,9,8:00,21:00,8:00,21:00,8:00,21:00,10,500,,,부산광역시 동구청,35.1385005,129.0657882
257,132-1-000099,범1-1(주거지),공영,노상,부산광역시 동구 범일동 1347-19,6,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1387129,129.0522149
258,132-1-000100,범1-2(주거지),공영,노상,부산광역시 동구 범일동 1338-48,7,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.139211,129.0525637
259,132-1-000101,범1-3(주거지),공영,노상,부산광역시 동구 범일동 1334-3,9,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1392912,129.0536006
260,132-1-000102,범1-4(주거지),공영,노상,부산광역시 동구 범일동 1385,22,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1383379,129.0541853
261,132-1-000103,범1-6(주거지),공영,노상,부산광역시 동구 범일동 1320-98,12,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1397844,129.0538945
262,132-1-000104,범2-1(주거지),공영,노상,부산광역시 동구 범일동 252-1853,20,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1346699,129.0607194
263,132-1-000105,범4-1(주거지),공영,노상,부산광역시 동구 범일동 1407-3,4,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1380585,129.0499263
264,132-1-000106,범4-2(주거지),공영,노상,부산광역시 동구 범일동 1457-39,16,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1410346,129.052134
265,132-1-000107,범4-3(주거지),공영,노상,부산광역시 동구 범일동 1412-127,13,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1381138,129.0509244
266,132-1-000108,범4-4(주거지),공영,노상,부산광역시 동구 범일동 1462-33,4,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1404138,129.0526264
267,132-1-000109,범4-5(주거지),공영,노상,부산광역시 동구 범일동 1430-11,8,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.139053,129.0488483
268,132-1-000110,범4-6(주거지),공영,노상,부산광역시 동구 범일동 1412-49,9,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1380558,129.0502324
269,132-2-000111,범4-7(주거지),공영,노외,부산광역시 동구 범일동 1403-40,9,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1373887,129.050034
270,132-1-000113,범5-2(주거지),공영,노상,부산광역시 동구 범일동 252-997,30,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1330801,129.0572852
271,132-1-000114,범5-4(주거지),공영,노상,부산광역시 동구 범일동 252-997,8,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1330801,129.0572852
272,132-1-000115,범5-6(주거지),공영,노상,부산광역시 동구 범일동 252-1871,16,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1318448,129.0570235
273,132-1-000116,범6-1(주거지),공영,노상,부산광역시 동구 범일동 1511-4,7,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1434638,129.0495502
274,132-1-000117,범6-2(주거지),공영,노상,부산광역시 동구 범일동 1524-16,11,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1446145,129.0476127
275,132-1-000118,범6-3(주거지),공영,노상,부산광역시 동구 범일동 산 81-28,8,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1379169,129.0514958
276,132-1-000119,범일2동-업무지-2구간,공영,노상,부산광역시 동구 범일동 830-240,1,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.138423,129.0655831
277,132-1-000120,범일2동-업무지-3구간,공영,노상,부산광역시 동구 범일동 355-7,5,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1350143,129.0612253
278,132-1-000121,범일2동-업무지-5구간,공영,노상,부산광역시 동구 범일동 590-5,7,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1360296,129.0613943
279,132-1-000122,범1-5(주거지),공영,노상,부산광역시 동구 범일동 1368-1,9,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1388183,129.0557453
280,132-1-000123,범일5동-업무지-1구간,공영,노상,부산광역시 동구 범일동 252-1691,20,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1301516,129.0575842
281,132-1-000124,범일5동-업무지-3구간,공영,노상,부산광역시 동구 범일동 252-997,11,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1330801,129.0572852
282,132-1-000125,수1-1(주거지),공영,노상,부산광역시 동구 수정동 1048-778,3,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1256306,129.0383521
283,132-1-000126,수1-3(주거지),공영,노상,부산광역시 동구 수정동 1011-13,8,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.12558250000001,129.0413324
284,132-1-000127,수3-1(주거지),공영,노상,부산광역시 동구 수정동 856-5,7,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1287937,129.0438024
285,132-1-000128,수3-2(주거지),공영,노상,부산광역시 동구 수정동 708-14,15,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1319335,129.039368
286,132-1-000129,수3-3(주거지),공영,노상,부산광역시 동구 수정동 658-2,9,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1304382,129.0440725
287,132-1-000130,수3-4(주거지),공영,노상,부산광역시 동구 수정동 844-120,6,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1278881,129.0442912
288,132-1-000131,수3-5(주거지),공영,노상,부산광역시 동구 수정동 795-27,17,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1300975,129.0421853
289,132-1-000132,수3-6(주거지),공영,노상,부산광역시 동구 수정동 1162-1,29,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1289948,129.0416962
290,132-1-000133,수3-7(주거지),공영,노상,부산광역시 동구 수정동 792-8,2,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1300519,129.0418271
291,132-1-000134,수3-8(주거지),공영,노상,부산광역시 동구 수정동 637-5,8,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1314878,129.0427758
292,132-1-000135,수4-1(주거지),공영,노상,부산광역시 동구 수정동 1180,15,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1273935,129.0389044
293,132-1-000136,수4-2(주거지),공영,노상,부산광역시 동구 수정동 1168-11,5,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1283974,129.0397795
294,132-1-000137,수4-3(주거지),공영,노상,부산광역시 동구 수정동 1175-4,29,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.127064,129.0396013
295,132-1-000138,수4-4(주거지),공영,노상,부산광역시 동구 수정동 1190,24,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1279631,129.0411235
296,132-1-000139,수4-5(주거지),공영,노상,부산광역시 동구 수정동 975-1,28,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1274247,129.0423093
297,132-1-000140,수5-1(주거지),공영,노상,부산광역시 동구 수정동 580-29,8,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1334717,129.0421504
298,132-1-000141,수5-10(주거지),공영,노상,부산광역시 동구 수정동 410-173,4,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1374107,129.0464538
299,132-1-000142,수5-2(주거지),공영,노상,부산광역시 동구 수정동 588-21,8,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1340893,129.0414045
300,132-1-000143,수5-3(주거지),공영,노상,부산광역시 동구 수정동 488-3,5,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1343013,129.0427371
301,132-1-000144,수5-4(주거지),공영,노상,부산광역시 동구 수정동 593-3,13,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1335924,129.0405917
302,132-1-000145,수2-1(주거지),공영,노상,부산광역시 동구 수정동 812-2,18,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.129432,129.0439971
303,132-1-000146,수5-5(주거지),공영,노상,부산광역시 동구 수정동 493-62,7,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1357981,129.0430041
304,132-1-000147,수5-6(주거지),공영,노상,부산광역시 동구 수정동 470-13,17,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1319338,129.0449935
305,132-1-000148,수5-7(주거지),공영,노상,부산광역시 동구 수정동 564-8,27,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1323985,129.043471
306,132-1-000149,수5-8(주거지),공영,노상,부산광역시 동구 수정동 459-5,20,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1327044,129.0454159
307,132-1-000150,수5-9(주거지),공영,노상,부산광역시 동구 수정동 443-2,6,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1357115,129.0438403
308,132-1-000151,수1-4(주거지),공영,노상,부산광역시 동구 수정동 1174-20,13,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1266353,129.0399776
309,132-1-000152,수5-11(주거지),공영,노상,부산광역시 동구 수정동 518-1,30,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1344821,129.042047
310,132-1-000153,범1-10(주거지),공영,노상,부산광역시 동구 범일동 1474-24,7,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.139977,129.053729
311,132-1-000154,범1-17(주거지),공영,노상,부산광역시 동구 범일동 1405-1,13,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1376722,129.0496733
312,132-1-000155,초6-8(주거지),공영,노상,부산광역시 동구초량동 668-21,3,0:00,23:59,0:00,23:59,0:00,23:59,10,0,,,부산광역시 동구청,35.1212013,129.0382322
313,145-2-000018,기장 제1공영주차장,공영,노외,부산광역시 기장군 기장읍 동부리 280-9,176,0:00,0:00,0:00,0:00,0:00,0:00,10,200,10.0,200.0,기장군도시관리공단,35.24405340000001,129.2169537
314,145-2-000010,동부근린공원 인근 노외 공영 주차장,공영,노외,부산광역시 기장군 기장읍 동부리 151-8,97,0:00,0:00,0:00,0:00,0:00,0:00,10,200,10.0,200.0,기장군도시관리공단,35.2486756,129.2166833
315,145-2-000030,기장시장 공영주차장,공영,노외,부산광역시 기장군 기장읍 대라리 427,216,0:00,0:00,0:00,0:00,0:00,0:00,10,200,10.0,200.0,기장군도시관리공단,35.2442089,129.2148487
316,145-2-000035,정관 모전리 공영주차장,공영,노외,부산광역시 기장군 정관읍 모전리 739-3,13,0:00,0:00,0:00,0:00,0:00,0:00,10,200,10.0,200.0,기장군도시관리공단,35.3355617,129.1669131
317,145-2-000036,오랑대 공영주차장,공영,노외,부산광역시 기장군 기장읍 연화리 산 65-1,65,0:00,0:00,0:00,0:00,0:00,0:00,10,200,10.0,200.0,기장군도시관리공단,35.2053271,129.2278759
318,145-1-000001,기장시장 뒤편 부산은행 주변,공영,노상,부산광역시 기장군 기장읍 동부리 278-3,6,9:00,20:00,9:00,20:00,9:00,20:00,10,200,10.0,200.0,기장군도시관리공단,35.2449178,129.2165975
319,145-1-000021,기장중학교 정문 주변,공영,노상,부산광역시 기장군 기장읍 동부리 283-9,10,9:00,20:00,9:00,20:00,9:00,20:00,10,200,10.0,200.0,기장군도시관리공단,35.2452714,129.2172015
320,145-1-000002,기장시장입구 동부산농협 주변,공영,노상,부산광역시 기장군 기장읍 대라리 418-12,24,9:00,20:00,9:00,20:00,9:00,20:00,10,200,10.0,200.0,기장군도시관리공단,35.2429979,129.2139923
321,145-1-000003,구 국민은행 옆 주변 복개도로,공영,노상,부산광역시 기장군 기장읍 대라리 38,30,9:00,20:00,9:00,20:00,9:00,20:00,10,200,10.0,200.0,기장군도시관리공단,35.2425619,129.2164832
322,145-1-000004,기장탕 옆 놀이터,공영,노상,부산광역시 기장군 기장읍 대라리 408-2,25,9:00,20:00,9:00,20:00,9:00,20:00,10,200,10.0,200.0,기장군도시관리공단,35.2415885,129.2138702
323,145-1-000025,정관읍 상업지역 노상주차장,공영,노상,,44,9:00,20:00,9:00,20:00,9:00,20:00,10,300,10.0,300.0,기장군도시관리공단,36.12707109999999,-79.86071799999999
324,145-1-000031,정관7로 노상주차장,공영,노상,,13,9:00,20:00,9:00,20:00,9:00,20:00,10,300,10.0,300.0,기장군도시관리공단,36.12707109999999,-79.86071799999999
325,145-1-000012,일광해수욕장 주변,공영,노상,부산광역시 기장군 일광면 삼성리 720,50,9:00,20:00,9:00,20:00,9:00,20:00,10,300,10.0,300.0,기장군 선진교통과,35.2621774,129.2241075
326,145-2-000006,임랑해수욕장 주변 행정봉사실 옆,공영,노외,부산광역시 기장군 장안읍 임랑리 1-5,51,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,기장군 선진교통과,35.3189029,129.2639316
327,145-2-000007,장안읍 임랑리 아름마을,공영,노외,부산광역시 기장군 장안읍 임랑리 380-5,17,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,기장군 선진교통과,35.3161628,129.2596145
328,145-2-000009,장안사 진입도로변,공영,노외,부산광역시 기장군 장안읍 장안리 686-1,106,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,기장군 선진교통과,35.3710215,129.2419714
329,145-2-000019,길천마을,공영,노외,,55,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,기장군 선진교통과,36.12707109999999,-79.86071799999999
330,145-2-000011,오리 대룡마을,공영,노외,부산광역시 기장군 장안읍 오리 222,37,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,기장군 선진교통과,35.3701596,129.2648513
331,145-2-000008,좌천 재래시장,공영,노외,부산광역시 기장군 장안읍 좌천리 45-8,55,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,기장군 선진교통과,35.3093161,129.242723
332,145-2-000023,상장안마을 공영주차장,공영,노외,부산광역시 기장군 장안읍 장안리 41-2,35,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,기장군 선진교통과,35.3622866,129.2501098
333,145-2-000024,하장안마을 공영주차장,공영,노외,부산광역시 기장군 장안읍 장안리 120-3,28,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,기장군 선진교통과,35.3626928,129.2490003
334,145-2-000022,마지마을 공영주차장,공영,노외,부산광역시 기장군 철마면 연구리 304-3,29,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,기장군 선진교통과,35.2745899,129.1652839
335,145-2-000031,이천마을 공영주차장,공영,노외,부산광역시 기장군 일광면 이천리 930-1,18,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,기장군 선진교통과,35.2656625,129.233451
336,145-2-000032,용수리 공영주차장,공영,노외,부산광역시 기장군 정관읍 용수리 1366-11,12,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,기장군 선진교통과,35.3264832,129.170741
337,145-2-000033,백길마을 공영주차장,공영,노외,부산광역시 기장군 철마면 백길리153-1,25,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,기장군 선진교통과,35.2835526,129.1553728
338,145-1-000005,동양프라자 주변도로,공영,노상,부산광역시 기장군 기장읍 대라리 444-1,13,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,기장군 선진교통과,35.2439499,129.2138032
339,145-1-000013,한신아파트 앞 주변 이면도로,공영,노상,부산광역시 기장군 기장읍 동부리 151-10,18,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,기장군 선진교통과,35.2482634,129.216709
340,145-1-000014,동산그린타워 주변 이면도로,공영,노상,부산광역시 기장군 기장읍 동부리 448,63,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,기장군 선진교통과,35.248856,129.2169442
341,145-1-000016,포스코아파트 앞 주변도로,공영,노상,,13,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,기장군 선진교통과,36.12707109999999,-79.86071799999999
342,145-1-000017,청강리 기장병원 주변 이면도로,공영,노상,부산광역시 기장군 기장읍 청강리 305,200,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,기장군 선진교통과,35.2380821,129.2183674
343,145-1-000015,일광면사무소주변,공영,노상,부산광역시 기장군 일광면 삼성리 54-2,30,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,기장군 선진교통과,35.2645644,129.2326528
344,145-1-000020,정관읍 달산리 성림아파트 전면도로,공영,노상,부산광역시 기장군 정관읍 달산리 141-5,8,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,기장군 선진교통과,35.3219858,129.1942993
345,145-1-000034,정관읍 구연로 40,공영,노상,,32,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,기장군 선진교통과,36.12707109999999,-79.86071799999999
346,145-1-000037,일광해수욕장 일방통행로,공영,노상,기장군 일광면 삼성리 115-28 인근,39,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,기장군 선진교통과,35.2620303,129.233576
347,136-1-001536,문화회관 진입로변,공영,노상,부산광역시 남구 대연4동 1015번지,23,0:00,0:00,0:00,0:00,0:00,0:00,0,40000,,,대연4동주민자치위원회,35.1281528,129.0910793
348,136-1-001544,분포맨션주변,공영,노상,부산광역시 남구 용호3동 565번지,14,0:00,0:00,0:00,0:00,0:00,0:00,0,40000,,,용호3동 단체장협의회,35.1170161,129.116034
349,136-1-001552,용호종합복지관 주변,공영,노상,"부산광역시 남구 용호1동 85-2, 86-4, 87-10번지",28,0:00,0:00,0:00,0:00,0:00,0:00,0,40000,,,용호3동 단체장협의회,35.1242864,129.1138182
350,136-1-001565,공무원아파트주변,공영,노상,부산광역시 남구 용호3동 565번지,7,0:00,0:00,0:00,0:00,0:00,0:00,0,40000,,,용호3동 단체장협의회,35.1170161,129.116034
351,136-1-001569,수영로39번길(번영로 아래),공영,노상,부산광역시 남구 문현3동 231-8번지,111,0:00,0:00,0:00,0:00,0:00,0:00,0,40000,,,문현3동주민자치위원회,35.1375467,129.0742744
352,136-1-001609,동부타워 주변,공영,노상,"부산광역시 남구 용호동 514-10, 514-12번지",8,0:00,0:00,0:00,0:00,0:00,0:00,0,40000,,,용호3동 단체장협의회,35.118299,129.1174853
353,136-2-000005,진남로232번길 공영주차장,공영,노외,부산광역시 남구 문현1동 53-11,28,0:00,0:00,0:00,0:00,0:00,0:00,0,40000,,,문현1동 주민자치위원회,35.1458002,129.0768663
354,136-1-000006,남천중진입로,공영,노상,부산광역시 남구 대연3동 455-13,37,0:00,0:00,0:00,0:00,0:00,0:00,0,40000,,,대연3동 주민자치위원회,35.1369518,129.1050434
355,136-2-000006,용호초등학교뒤 공영주차장,공영,노외,"부산광역시 남구 용호1동 66-3, 20",19,0:00,0:00,0:00,0:00,0:00,0:00,0,40000,,,용호1동 주민자치위원회,35.12293890000001,129.1081981
356,136-1-000009,부산세무고등학교 주변,공영,노상,부산광역시 남구 대연6동 1801,31,0:00,0:00,0:00,0:00,0:00,0:00,0,40000,,,대연6동 주민자치위원회,35.1388457,129.0847829
357,136-1-000004,동명로158번길,공영,노상,부산광역시 남구 용호3동 565번지(정원2길 29~184),11,0:00,0:00,0:00,0:00,0:00,0:00,0,40000,,,용호3동 단체장협의회,35.1170161,129.116034
358,136-2-000005,수영로69번길 공영주차장,공영,노외,부산광역시 남구 남구 문현3동 262-2,16,0:00,0:00,0:00,0:00,0:00,0:00,0,40000,,,문현3동 새마을지도자,35.1366483,129.0769806
359,136-1-000006,un조각공원 주변,공영,노상,"부산광역시 남구 대연3동 1022, 1015-1번지외",60,0:00,0:00,0:00,0:00,0:00,0:00,0,40000,,,남구 장애인협회,35.1403196,129.0979782
360,136-2-000006,용호중앙교회앞 공영주차장,공영,노외,"부산광역시 남구 용호1동 409-25, 26번지",14,0:00,0:00,0:00,0:00,0:00,0:00,0,40000,,,용호1동 주민자치위원회,35.1185935,129.1090651
361,136-1-000008,신우주택 주변,공영,노상,"부산광역시 남구 용호1동 420-12, 420-6",6,0:00,0:00,0:00,0:00,0:00,0:00,0,40000,,,용호1동 주민자치위원회,35.1188677,129.1072796
362,136-1-000009,솔밭공원 윗길,공영,노상,"부산광역시 남구 용호1동 72 번지, 94번지 인근",23,0:00,0:00,0:00,0:00,0:00,0:00,0,40000,,,용호1동 주민자치위원회,35.115338,129.1052824
363,136-1-000029,새마을금고 주변,공영,노상,부산광역시 남구 우암2동 189번지 일원,66,0:00,0:00,0:00,0:00,0:00,0:00,0,40000,,,우암동 청년회,35.1284104,129.0703537
364,136-1-000032,한신아파트 맞은편,공영,노상,부산광역시 남구 용당동 565-26번지,23,0:00,0:00,0:00,0:00,0:00,0:00,0,40000,,,용당동 주민자치위원회,35.1237502,129.0970975
365,136-1-001012,용당세관 주변,공영,노상,부산광역시 남구 용당동 136-3번지 일원,59,0:00,0:00,0:00,0:00,0:00,0:00,0,40000,,,용당동 주민자치위원회,35.1149774,129.0936659
366,136-1-001052,문현2동 주민센터윗편,공영,노상,부산광역시 남구 문현2동 552-8번지 일원,12,0:00,0:00,0:00,0:00,0:00,0:00,0,40000,,,문현2동주민자치위원회,35.1450013,129.0693715
367,136-1-001055,인각사 주변,공영,노상,"부산광역시 남구 문현1동 53-150, 53-176번지",34,0:00,0:00,0:00,0:00,0:00,0:00,0,40000,,,문현1동 주민자치위원회,35.1462449,129.0756222
368,136-1-001166,청호탕 주변,공영,노상,부산광역시 남구 문현4동 655-149번지 일원,33,0:00,0:00,0:00,0:00,0:00,0:00,0,40000,,,문현4동 방위협의회,35.1344543,129.0671684
369,136-1-001171,대송주택 주변,공영,노상,부산광역시 남구 문현4동 270-4번지외,19,0:00,0:00,0:00,0:00,0:00,0:00,0,40000,,,문현4동적십자봉사회,35.1323564,129.0698417
370,136-1-001239,구거복개지,공영,노상,"부산광역시 남구 문현4동 831, 838번지",27,0:00,0:00,0:00,0:00,0:00,0:00,0,40000,,,문현4동 새마을문고,35.1348751,129.0671213
371,136-1-001255,한일오피스텔 주변,공영,노상,부산광역시 남구 문현4동 814번지,51,0:00,0:00,0:00,0:00,0:00,0:00,0,40000,,,문현4동자유총연맹,35.1365985,129.0665139
372,136-1-001258,범일아파트 앞,공영,노상,부산광역시 남구 문현4동 1015-12번지 일원,33,0:00,0:00,0:00,0:00,0:00,0:00,0,40000,,,문현4동바르게살기위원회,35.1322021,129.0700303
373,136-1-001262,현대오일뱅크주유소 옆,공영,노상,부산광역시 남구 문현4동 876-8번지 일원,29,0:00,0:00,0:00,0:00,0:00,0:00,0,40000,,,문현4동새마을부녀회,35.1346654,129.068613
374,136-1-001273,신풍상사 주변,공영,노상,부산광역시 남구 문현2동 738-1번지 일원,9,0:00,0:00,0:00,0:00,0:00,0:00,0,40000,,,문현2동주민자치위원회,35.1447797,129.0660753
375,136-1-001317,중앙고등학교 담장주변,공영,노상,부산광역시 남구 대연6동 1779번지,53,0:00,0:00,0:00,0:00,0:00,0:00,0,40000,,,대연6동 주민자치위원회,35.1397659,129.0782342
376,136-1-001376,부산공고담장주변,공영,노상,부산광역시 남구 대연4동 1195-160,59,0:00,0:00,0:00,0:00,0:00,0:00,0,40000,,,대연4동 주민자치위원회,35.1303614,129.0864413
